name,artist_id,birth_date,death_date,birth_date_dt,death_date_dt,nationality_id,nationality,image_url,wikipedia_title,biography,family_name,given_name
Vincent van Gogh,Q5582,1853,1890,+1853-03-30T00:00:00Z,+1890-07-29T00:00:00Z,Q29999,Kingdom of the Netherlands,https://commons.wikimedia.org/wiki/Special:FilePath/Vincent van Gogh - Self-Portrait - Google Art Project (454045).jpg,Vincent van Gogh,"Vincent Willem van Gogh (Dutch: [ˈvɪnsɛnt ˈʋɪləɱ vɑŋ ˈɣɔx] ; 30 March 1853 – 29 July 1890) was a Dutch Post-Impressionist painter who is among the most famous and influential figures in the history of Western art. In just over a decade, he created approximately 2100 artworks, including around 860 oil paintings, most of them in the last two years of his life. His oeuvre includes landscapes, still lifes, portraits, and self-portraits, most of which are characterized by bold colors and dramatic brushwork that contributed to the rise of expressionism in modern art. Van Gogh's work was beginning to gain critical attention before he died from a self-inflicted gunshot at age 37. During his lifetime, only one of van Gogh's paintings, The Red Vineyard, was sold. 
Born into an upper-middle-class family, van Gogh drew as a child and was serious, quiet and thoughtful, but showed signs of mental instability. As a young man, he worked as an art dealer, often travelling, but became depressed after he was transferred to London. He turned to religion and spent time as a missionary in southern Belgium. Later he drifted into ill-health and solitude. He was keenly aware of modernist trends in art and, while back with his parents, took up painting in 1881. His younger brother, Theo, supported him financially, and the two of them maintained a long correspondence.
Van Gogh's early works consist of mostly still lifes and depictions of peasant laborers. In 1886, he moved to Paris, where he met members of the artistic avant-garde, including Émile Bernard and Paul Gauguin, who were seeking new paths beyond Impressionism. Frustrated in Paris and inspired by a growing spirit of artistic change and collaboration, in February 1888, van Gogh moved to Arles in southern France to establish an artistic retreat and commune. Once there, van Gogh's art changed. His paintings grew brighter and he turned his attention to the natural world, depicting local olive groves, wheat fields and sunflowers. Van Gogh invited Gauguin to join him in Arles and eagerly anticipated Gauguin's arrival in the fall of 1888.
Van Gogh suffered from psychotic episodes and delusions. Though he worried about his mental stability, he often neglected his physical health, did not eat properly and drank heavily. His friendship with Gauguin ended after a confrontation with a razor when, in a rage, he severed his left ear. Van Gogh spent time in psychiatric hospitals, including a period at Saint-Rémy. After he discharged himself and moved to the Auberge Ravoux in Auvers-sur-Oise near Paris, he came under the care of the homeopathic doctor Paul Gachet. His depression persisted, and on 27 July 1890, van Gogh is believed to have committed suicide by shooting himself in the chest with a revolver, and died from his injuries two days later.
Van Gogh's work began to attract critical artistic attention in the last year of his life. After his death, van Gogh's art and life story captured public imagination as an emblem of misunderstood genius, due in large part to the efforts of his widowed sister-in-law Johanna van Gogh-Bonger. His bold use of color, expressive line and thick application of paint inspired avant-garde artistic groups like the Fauves and German Expressionists in the early 20th century. Van Gogh's work gained widespread critical and commercial success in the following decades, and he has become a lasting icon of the romantic ideal of the tortured artist. Today, van Gogh's works are among the world's most expensive paintings ever sold. His legacy is honored and celebrated by the Van Gogh Museum in Amsterdam, which holds the world's largest collection of his paintings and drawings.",van Gogh,Vincent
Martín de Soria,Q9029840,15th century,1487,+1450-00-00T00:00:00Z,+1487-01-01T00:00:00Z,,,,Martín de Soria,Martín de Soria (fl. 1449 -1487) was a Spanish Gothic painter in the Flemish style; active in the Kingdom of Aragón. His style is related to that of Jaume Huguet and his works have sometimes been confused with that painter's youthful efforts.,Soria,Martín
Sakai Ōho,Q11644287,1808,1841,+1808-01-01T00:00:00Z,+1841-09-08T00:00:00Z,Q205662,Tokugawa shogunate,"https://commons.wikimedia.org/wiki/Special:FilePath/Fans by Sakai Oho (1808-1841), view 1, Edo period, 19th century, color on gold-leafed paper - Tokyo National Museum - DSC05954.JPG",,,Sakai,Oho
Joseph-Siffred Duplessis,Q2286906,1725,1802,+1725-09-22T00:00:00Z,+1802-04-01T00:00:00Z,Q142,France,"https://commons.wikimedia.org/wiki/Special:FilePath/Joseph Duplessis, self portrait.jpg",Joseph Duplessis,Joseph-Siffred Duplessis (22 September 1725 – 1 April 1802) was a French painter known for the clarity and immediacy of his portraits.,Duplessis,Joseph Siffred
Pietro Perugino,Q5827,1448,1523,+1448-00-00T00:00:00Z,+1523-00-00T00:00:00Z,Q38,Italy,https://commons.wikimedia.org/wiki/Special:FilePath/Pietro Perugino 031.jpg,Pietro Perugino,"Pietro Perugino (US:  PERR-ə-JEE-noh, -⁠oo-; Italian: [ˈpjɛːtro peruˈdʒiːno]; born Pietro Vannucci or Pietro Vanucci; c. 1446/1452 – 1523), an Italian Renaissance painter of the Umbrian school, developed some of the qualities that found classic expression in the High Renaissance. Raphael became his most famous pupil.",Vannucci,Pietro
Alessandro Magnasco,Q516941,1667,1749,+1667-02-04T00:00:00Z,+1749-03-12T00:00:00Z,Q174306,Republic of Genoa,"https://commons.wikimedia.org/wiki/Special:FilePath/Self-Portrait, by Alessandro Magnasco, called il Lissandrino (Genoa 1667-1749).jpg",Alessandro Magnasco,"Alessandro Magnasco  (February 4, 1667 – March 12, 1749), also known as il Lissandrino, was an Italian late-Baroque painter active mostly in Milan and Genoa. He is best known for stylized, fantastic, often phantasmagoric genre or landscape scenes.  Magnasco's distinctive style is characterized by fragmented forms rendered with swift brushstrokes and darting flashes of light.

",Magnasco,Alessandro
Sesson Shukei,Q3480606,1504,1589,+1504-01-01T00:00:00Z,+1589-01-01T00:00:00Z,Q17,Japan,https://commons.wikimedia.org/wiki/Special:FilePath/Portrait of Sesson Shukei.jpg,Sesson Shukei,"Sesson Shūkei (Japanese: 雪村周継; 1504 – c. 1589), born Satake Heizō (Japanese: 佐竹平蔵) was a Japanese Zen monk and painter from the Muromachi period.
Shūkei was born a member of the Satake clan, but left after being disinherited by his father and was inducted as a monk at Shōsō-ji temple, the Satake bodaiji. He is the most important painter who followed the style of Sesshū Tōyō (1420-1506). On the other hand, there is a different opinion (jp) that he was not influenced or affected by Sesshū although he paid his respects to Sesshū (雪舟) by using the same Kanji, 雪 which means snow, in his name, Sesson (雪村). In any case Sesson was the master of ink painting that Ibaraki Prefecture has ever produced, ranked with Sesshū and called ""Sesshū of the west, Sesson of the east"". His works are the classic examples of Japanese ink painting which was imported via many artists from China. He produced many landscapes such as Eight Views of Xiaoxiang and fictional characters such as Hama Xianren , Li Tieguai and Lü Dongbin

He travelled to Aizu at least twice to give lessons in painting to the daimyō Ashina Moriuji – first in 1546, and then again in 1561 after Moriuki's retirement.",Shukei,Sesson
Lin Xue,Q3241243,17th century,1642,+1650-00-00T00:00:00Z,+1642-00-00T00:00:00Z,Q29520,China,,Lin Xue,"Lin Xue (Chinese: 林雪), also known by courtesy name Lin Tiansu (Chinese: 林天素), was a Chinese poet, painter, and calligrapher during the Ming dynasty, noted for her landscape paintings. 

Lin lived by the West Lake in Hangzhou, where she worked as a courtesan until her marriage into a respectable family.
Lin drew the attention of leading poets and painters of the time, including Li Liufang and Dong Qichang. She painted in the latter's Southern School style, and is described as having a fluid hand with a feminine sensibility. Her landscape album of 1621 contained copies of earlier masterworks, and her copy style is considered exquisite by critics.",Lin,Xue
Maria van Oosterwijck,Q292250,1630,1693,+1630-08-20T00:00:00Z,+1693-11-12T00:00:00Z,Q170072,Dutch Republic,https://commons.wikimedia.org/wiki/Special:FilePath/Wallerant Vaillant - Maria van Oosterwijck 1671.jpg,Maria van Oosterwijck,"Maria van Oosterwijck, also spelled Oosterwyck, (1630–1693) was a Dutch Golden Age painter, specializing in richly detailed flower paintings and other still lifes.",van Oosterwijck,Maria
Sano di Pietro,Q1379714,1405,1481,+1405-00-00T00:00:00Z,+1481-00-00T00:00:00Z,Q736727,Republic of Siena,,Sano di Pietro,Sano di Pietro or Ansano di Pietro di Mencio (1405–1481) was an Italian painter of the Sienese school of painting. He was active for about half a century during the Quattrocento period  and his contemporaries included Giovanni di Paolo and Sassetta.,Pietro,Sano
Thomas Hudson,Q1502003,1701,1779,+1701-01-01T00:00:00Z,+1779-01-26T00:00:00Z,Q161885,Kingdom of Great Britain,https://commons.wikimedia.org/wiki/Special:FilePath/Hudson.Jpg,Thomas Hudson (painter),"Thomas Hudson (1701–1779) was an English painter, almost exclusively of portraits.",Hudson,Thomas
Albert Pinkham Ryder,Q948598,1847,1917,+1847-03-19T00:00:00Z,+1917-03-28T00:00:00Z,Q30,United States of America,https://commons.wikimedia.org/wiki/Special:FilePath/Albert Pinkham Ryder.jpg,Albert Pinkham Ryder,"Albert Pinkham Ryder (March 19, 1847 – March 28, 1917) was an American painter best known for his poetic and moody allegorical works and seascapes, as well as his eccentric personality. While his art shared an emphasis on subtle variations of color with tonalist works of the time, it was unique for accentuating form in a way that some art historians regard as a precursor to modernism.",Ryder,Albert Pinkham
Meindert Hobbema,Q336908,1638,1709,+1638-10-31T00:00:00Z,+1709-12-07T00:00:00Z,Q170072,Dutch Republic,"https://commons.wikimedia.org/wiki/Special:FilePath/Portret van Meindert Hobbema, RP-T-1940-528.jpg",Meindert Hobbema,"Meindert Lubbertszoon Hobbema (bapt. 31 October 1638 – 7 December 1709) was a Dutch Golden Age painter of landscapes, specializing in views of woodland, although his most famous painting, The Avenue at Middelharnis (1689, National Gallery, London), shows a different type of scene.

Hobbema was a pupil of Jacob van Ruisdael, the pre-eminent landscape painter of the Dutch Golden Age, and in his mature period produced paintings developing one aspect of his master's more varied output, specializing in ""sunny forest scenes opened by roads and glistening ponds, fairly flat landscapes with scattered tree groups, and water mills"", including over 30 of the last in paintings.

The majority of his mature works come from the 1660s; after he married and took a job as an exciseman in 1668 he painted less, and after 1689 apparently not at all.  He was not very well known in his lifetime or for nearly a century after his death, but became steadily more popular from the last decades of the 18th century until the 20th century.",Hobbema,Meindert
Henry Raeburn,Q561916,1756,1823,+1756-03-04T00:00:00Z,+1823-07-08T00:00:00Z,Q174193,United Kingdom of Great Britain and Ireland,https://commons.wikimedia.org/wiki/Special:FilePath/Sir Henry Raeburn (self-portrait).jpg,Henry Raeburn,Sir Henry Raeburn  (; 4 March 1756 – 8 July 1823) was a Scottish portrait painter. He served as Portrait Painter to King George IV in Scotland.,Raeburn,Henry
József Rippl-Rónai,Q569369,1861,1927,+1861-05-23T00:00:00Z,+1927-11-25T00:00:00Z,Q28,Hungary,https://commons.wikimedia.org/wiki/Special:FilePath/Rippl Self-portrait in Pink Background.jpg,József Rippl-Rónai,"József Rippl-Rónai (23 May 1861 – 25 November 1927) was a Hungarian painter. He first introduced modern artistic movements in the Hungarian art.

",Rippl-Rónai,József
Ling Xugu,Q45600681,,,,,Q7313,Yuan dynasty,,,,Xugu,
Piet Mondrian,Q151803,1872,1944,+1872-03-07T00:00:00Z,+1944-02-01T00:00:00Z,Q29999,Kingdom of the Netherlands,https://commons.wikimedia.org/wiki/Special:FilePath/Piet Mondriaan.jpg,Piet Mondrian,"Pieter Cornelis Mondriaan (Dutch: [ˈpitər kɔrˈneːlɪs ˈmɔndrijaːn]; 7 March 1872 – 1 February 1944), known after 1906 as Piet Mondrian (, US also , Dutch: [pit ˈmɔndrijɑn]), was a Dutch painter and art theoretician who is regarded as one of the greatest artists of the 20th century. He was one of the pioneers of 20th-century abstract art, as he changed his artistic direction from figurative painting to an increasingly abstract style, until he reached a point where his artistic vocabulary was reduced to simple geometric elements.
Mondrian's art was highly utopian and was concerned with a search for universal values and aesthetics. He proclaimed in 1914: ""Art is higher than reality and has no direct relation to reality. To approach the spiritual in art, one will make as little use as possible of reality, because reality is opposed to the spiritual. We find ourselves in the presence of an abstract art. Art should be above reality, otherwise it would have no value for man.""
He was a contributor to the De Stijl art movement and group, which he co-founded with Theo van Doesburg. He evolved a non-representational form which he termed Neoplasticism. This was the new 'pure plastic art' which he believed was necessary in order to create 'universal beauty'. To express this, Mondrian eventually decided to limit his formal vocabulary to the three primary colors (red, blue, and yellow), the three primary values (black, white, and gray), and the two primary directions (horizontal and vertical). Mondrian's arrival in Paris from the Netherlands in 1911 marked the beginning of a period of profound change. He encountered experiments in Cubism and with the intent of integrating himself within the Parisian avant-garde removed an 'a' from the Dutch spelling of his name (Mondriaan).
Mondrian's work had an enormous influence on 20th-century art, influencing not only the course of abstract painting and numerous major styles and art movements (e.g. Color Field painting, Abstract Expressionism and Minimalism), but also fields outside the domain of painting, such as design, architecture and fashion. Design historian Stephen Bayley said: ""Mondrian has come to mean Modernism. His name and his work sum up the High Modernist ideal. I don't like the word 'iconic', so let's say that he's become totemic – a totem for everything Modernism set out to be.""",Mondrian,Piet
