title,artist_display,date_display,creation_year_start,creation_year_end,medium,classification,artist_id,location,description,short_description,dimension,artwork_id,full_image_url
Riter Fitzgerald,"Thomas Eakins (American, 1844–1916)",1895,1895.0,1895.0,Oil on canvas,Painting,ARTIC-7353,Philadelphia,"<p>Riter Fitzgerald—the art, music, and literary critic for the Philadelphia <em>Evening Item</em>—championed Thomas Eakins’s work and publicly defended the artist when his teaching methods proved controversial. Eakins’s portrait of the journalist is informed by Fitzgerald’s open-minded opinions, his appreciation of diverse art forms, and his commitment to intellectual life. Comfortably seated in his book-lined library, Fitzgerald is portrayed as a genteel man who enjoys a leisurely, yet contemplative lifestyle. With an open book in his lap, he thoughtfully gazes into the distance, peacefully lost in the realm of ideas.</p>
",,193.7 × 163.2 cm (76 1/4 × 64 1/4 in.),ARTIC-0ba00909-2927-68ce-5c4d-a7534d18c4f4,https://www.artic.edu/iiif/2/0ba00909-2927-68ce-5c4d-a7534d18c4f4/full/max/0/default.jpg
Parrot and Chrysanthemums,"Attributed to Ren Yi (Chinese, 1840-1895)","Qing dynasty (1644–1911), 1888",1840.0,1895.0,Hanging scroll; ink and colors on paper,Painting,ARTIC-20727,China,,,134.6 × 40.6 cm (53 × 16 in.),ARTIC-8680468a-04e4-89ea-62c8-515b32ea2840,https://www.artic.edu/iiif/2/8680468a-04e4-89ea-62c8-515b32ea2840/full/max/0/default.jpg
The Daoist God of Thunder with his Entourage,Artist unknown (Chinese),"Ming dynasty (1368–1662), 17th century",1601.0,1662.0,Hanging scroll; ink and color on silk,Painting,,China,,,156.9 × 99 cm (61 13/16 × 39 in.),ARTIC-4eb63875-352e-dc4d-5471-5c00550b6b63,https://www.artic.edu/iiif/2/4eb63875-352e-dc4d-5471-5c00550b6b63/full/max/0/default.jpg
Coast Scene,"Attributed to Reinier Zeeman (Reinier Nooms) (Dutch, c. 1623-c. 1668)",mid–17th century,1625.0,1675.0,Oil,Painting,ARTIC-29477,Netherlands,,,53.7 × 48.6 cm (21 1/8 × 19 1/8 in.),ARTIC-5a47a0b8-d21b-b5ae-c8f2-3b99476e6e75,https://www.artic.edu/iiif/2/5a47a0b8-d21b-b5ae-c8f2-3b99476e6e75/full/max/0/default.jpg
Life Study (Study of an Egyptian Girl),"John Singer Sargent (American, 1856–1925)",1891,1891.0,1891.0,Oil on canvas,Painting,ARTIC-36540,Egypt,"<p>John Singer Sargent traveled to Egypt in 1891 in search of source material for a mural commission for the Boston Public Library. Like many 19th-century Western European artists, he was drawn to the Middle East by the region’s perceived exoticism and its ancient histories. The identity of the woman who posed in Cairo for this full-length figure study is not known. She assumes a complicated posture, placing her weight on her right foot while twisting her upper body to the left. Instead of using the bravura painterly style of swift, visible brushstrokes that characterizes his society portraits, Sargent returned to his academic training, carefully modeling the human form and a range of flesh tones. <em>Life Study</em> was widely exhibited, including at the World’s Columbian Exposition in Chicago in 1893.</p>
",,190.5 × 61 cm (75 × 24 in.),ARTIC-e6dd6199-c245-d1b4-a997-ce89eafb48ca,https://www.artic.edu/iiif/2/e6dd6199-c245-d1b4-a997-ce89eafb48ca/full/max/0/default.jpg
White Hen and Chicks,Artist unknown (Chinese),Ming dynasty (1368–1644),1367.0,1644.0,Framed; ink and light color on silk,Painting,,China,,,32.1 × 20.7 cm (12 5/8 × 8 1/8 in.),ARTIC-9480f333-8582-a5f4-30f5-8273c2067aa9,https://www.artic.edu/iiif/2/9480f333-8582-a5f4-30f5-8273c2067aa9/full/max/0/default.jpg
The Abduction of the Sabine Women,"Luca Giordano (Italian, 1632-1705)",1675/80,1670.0,1680.0,Oil on canvas,Painting,ARTIC-34664,Italy,"<p>Perhaps the most acclaimed and well-traveled artist in Italy at the end of the 17th century, Luca Giordano first emulated, then transformed the styles of numerous celebrated artists, including Peter Paul Rubens, whose work is on view in galleries nearby. Giordano’s artistic studies informed this monumental depiction of the myth of the founding of Rome. The Romans, plagued by a shortage of brides, invited the neighboring Sabines to a festival and then violently kidnapped their young women. Using the rapid, bold brushwork that earned him the nickname <em>Luca fa presto</em> (Luca paints quickly), Giordano wove vivid gestures and compositional inspiration from earlier treatments of the subject into one of his most theatrical and geometrically complex works.</p>
",,260 × 295 cm (102 × 116 in.),ARTIC-c01c7f64-0098-a2d5-56c2-3eb0b28f68ae,https://www.artic.edu/iiif/2/c01c7f64-0098-a2d5-56c2-3eb0b28f68ae/full/max/0/default.jpg
In the Wings,"Jean Louis Forain (French, 1852-1931)",1899,1899.0,1899.0,Oil on canvas,Painting,ARTIC-34505,France,"<p>In this backstage view of a Parisian opera house, ballerinas field advances from elegantly dressed male patrons, who approach them in pairs. The stoic dancer in the foreground, chin up and eyes downcast, absorbs the penetrating gaze of one large man while another looms just behind her, so close that his black top hat overlaps with her orange headdress. In 19th-century Paris, male abonnés (season ticket holders) had special access to a back room where they could socialize while watching the ballerinas warm up. Many took advantage of this privilege to sexually exploit the young dancers, who were well aware that their careers depended upon the good favor of this donor class.</p>
",,60.5 × 73.8 cm (23 3/16 × 29 1/16 in.),ARTIC-cb47a74b-4048-0636-d3cc-8e6be7e4c3f2,https://www.artic.edu/iiif/2/cb47a74b-4048-0636-d3cc-8e6be7e4c3f2/full/max/0/default.jpg
Youth with Fish Net,"Shibata Zeshin (Japanese, 1807-1891)",Meiji period (1868–1912),1807.0,1891.0,"Album leaf, inks and color on paper.",Painting,ARTIC-37416,Japan,,,,ARTIC-820db4fd-e255-a9c2-c1d1-5a92d5240eb5,https://www.artic.edu/iiif/2/820db4fd-e255-a9c2-c1d1-5a92d5240eb5/full/max/0/default.jpg
"Coast Scene, Bathers","James McNeill Whistler (American, 1834–1903)",1884–85,1884.0,1885.0,Oil on panel,Painting,ARTIC-37279,United States,"<p>In this intimately scaled seascape, James McNeill Whistler employed the sparest of compositional elements to evoke a coastal atmosphere. Broad horizontal bands of blues and gray suggest sky, ocean, and sand, with dabs of thin pigment giving economical, yet expressive form to around a dozen figures on the windswept beach. Whistler dedicated much of his artistic practice to capturing the mood and color harmonies of marine scenes. <em>Coast Scene, Bathers</em> was painted en plein air, a practice to which the artist returned in the 1880s. It marked a distinctive shift from his studio-produced <em>Nocturnes</em> of the previous decade.</p>
",,13.3 × 21.9 cm (5 1/4 × 8 5/8 in.),ARTIC-5888c23a-635f-396a-117b-2223032c0201,https://www.artic.edu/iiif/2/5888c23a-635f-396a-117b-2223032c0201/full/max/0/default.jpg
"Malavagaudi Ragini, Page from a Jaipur Ragamala Set","India (Rajasthan, Jaipur)",c. 1750-1770,1745.0,1770.0,Opaque watercolor and gold on paper,Painting,,Rajasthan,,,Image: 23.1 × 15.2 cm (9 1/16 × 6 in.); Outmost Border: 24.4 × 16.2 cm (9 9/16 × 6 3/8 in.); Paper: 30.5 × 22.5 cm (12 × 8 7/8 in.),ARTIC-d17247f2-ca8f-d3e3-9512-d8286e3b3d44,https://www.artic.edu/iiif/2/d17247f2-ca8f-d3e3-9512-d8286e3b3d44/full/max/0/default.jpg
Young Peasant Having Her Coffee,"Camille Pissarro (French, 1830-1903)",1881,1881.0,1881.0,Oil on canvas,Painting,ARTIC-36211,France,"<p>In the 1880s, at a time when many of the original Impressionist painters had begun to pursue independent styles, Camille Pissarro actively worked to keep the group together. He persuaded <a href=""https://www.artic.edu/artists/3829"">Gustave Caillebotte</a> and <a href=""https://www.artic.edu/artists/35809"">Claude Monet</a> to take part in the seventh Impressionist exhibition, in 1882, and also displayed a number of his own paintings of peasant girls. Here the small brushstrokes, applied one next to the other and sometimes overlaid with dabs of thicker paint, result in an irregularly built-up surface, serving to integrate figure and setting and evoke the textures of the young woman’s wool clothing.</p>
",,65.3 × 54.8 cm (25 11/16 × 21 9/16 in.),ARTIC-335a59a4-3f5b-b9db-b8e8-861467d211ef,https://www.artic.edu/iiif/2/335a59a4-3f5b-b9db-b8e8-861467d211ef/full/max/0/default.jpg
Flower Girl in Holland,"George Hitchcock (American, 1850-1913)",1887,1887.0,1887.0,Oil on canvas,Painting,ARTIC-34953,Holland,"<p>After studying in London, Paris, and at the Hague, George Hitchcock settled in 1884 in the Netherlands, living and working for twenty years in Egmond. Attracted to the region’s landscape and peasant communities, the artist specialized in scenes featuring women in traditional dress set among voluptuous, blooming flowers. Here, Hitchcock revised the environment behind the Dutch flower seller, editing out other houses nearby in favor of a bucolic vista. Although he employed academic techniques such as fine modeling of his figures, Hitchcock nevertheless earned a reputation as a daring colorist for the brilliant hues and open brushwork that likewise characterize his compositions.</p>
",,79.1 × 147.3 cm (31 1/8 × 58 in.),ARTIC-e72305c9-1a1c-8a36-7450-582619366338,https://www.artic.edu/iiif/2/e72305c9-1a1c-8a36-7450-582619366338/full/max/0/default.jpg
Portrait of Monsieur Rouland,"Adolphe-Joseph-Thomas Monticelli (French, 1824-1886)",c. 1875,1870.0,1880.0,Oil on canvas,Painting,ARTIC-35813,France,,,120.5 × 85.8 cm (47 7/16 × 33 3/4 in.),ARTIC-971bc877-e947-4331-5189-c5106c18dcc1,https://www.artic.edu/iiif/2/971bc877-e947-4331-5189-c5106c18dcc1/full/max/0/default.jpg
Portrait of a Princess,India,17th/18th century,1601.0,1799.0,Opaque watercolor and gold on paper,Painting,ARTIC-104691,India,,,32.1 × 25 cm (12 5/8 × 9 7/8 in.),ARTIC-38619dcc-7b32-1aba-e8b0-77624d1904fd,https://www.artic.edu/iiif/2/38619dcc-7b32-1aba-e8b0-77624d1904fd/full/max/0/default.jpg
The Last of New England—The Beginning of New Mexico,"Marsden Hartley (American, 1877–1943)",1918–19,1918.0,1919.0,Oil on cardboard,Painting,ARTIC-34853,United States,"<p>In this painting, Marsden Hartley depicted an imagined scene in which the fallen trees of a New England forest in the foreground transition to the golden hills of New Mexico beyond. Weary of the East Coast, the artist spent 18 months in the Southwest in 1918–19, believing that he could find rejuvenation in nature. Here, thick black lines define the Southwestern landscape, which he saw as alive with expressive potential. He wrote to Alfred Stieglitz, “I like the country very well, for it is big and clean and true, and there is nothing dirty standing between one and the sunlight, as there is in the east.” Like many artists who lived in New England at this time, he pictured the Southwest as uninhabited and unspoiled, overlooking the centuries of civilizations in the region.</p>
",,61 × 76.3 cm (24 × 30 in.),ARTIC-63692198-8ab4-4747-7038-6d5278cff867,https://www.artic.edu/iiif/2/63692198-8ab4-4747-7038-6d5278cff867/full/max/0/default.jpg
Shipwreck,"Eugène Isabey, after (French, 1803-1886)",19th century,1801.0,1900.0,Oil on canvas,Painting,ARTIC-35069,France,,,54 × 65.3 cm (21 1/4 × 25 11/16 in.),ARTIC-922b2b75-4c9a-e93b-1c2d-baa90cbedab0,https://www.artic.edu/iiif/2/922b2b75-4c9a-e93b-1c2d-baa90cbedab0/full/max/0/default.jpg
Flowers of All Seasons,Artist Unknown (Japanese),mid–17th century,1625.0,1675.0,"Pair six-panel screens; ink, color, and gold on paper",Painting,,Japan,"<p>&lt;BIG&gt;この金箔地に、春・夏・秋の草花がリズミカルに配された一双の屏風は、1926年、シカゴ美術館に入った作品で、これは屏風作品の中で最も早いものである。</p>
<p>このような構図はしばしば「百花図」と称され、その内「伊年」印付きのものが、17世紀頃の制作の中に数多く存在する。この印は、俵屋宗達（活動期1602-1640頃）を継承し、京都や金沢で活躍した絵師たちによって使われた。このような新しい装飾的な構図は、当時の将軍や大名たちの間で植物への関心が高まったことに関係していよう。</p>
<p>右隻には、太い茎の立葵、薔薇、菊、萩、薄、そして左隻には、蜀黍（もろこし）、葉鶏頭、繊細な花をさかせている撫子、鶏頭、芥子、野アザミ、秋海棠が表わされている。左隻の第3扇の下端近くに見えるのは、茄子である。このような屏風の画家たちは、もはや古典的な和歌に詠まれる花卉にとどまらず、初めてさまざまな野菜をも含めたのである。&lt;/BIG&gt;</p>
<p>These screens, with their gold-leaf backgrounds covered with rhythmic arrays of the ﬂowers of spring, summer, and autumn, were the very ﬁrst ones to enter the Art Institute’s collection in 1926. Compositions such as this are known in Japanese as <em>hyakkazu</em> (multitude of ﬂowers), and dozens remain from the seventeenth century that are impressed with the seal reading “I’nen,” which was used by the followers of Tawaraya Sotatsu (active 1602–c. 1640) in Kyoto and Kanazawa. This new type of decorative composition coincided with an explosion of interest in botany among the shogun and regional warlords that reached all levels of society in the Edo period (1615–1868).</p>
<p>The right screen features thick-stemmed hollyhocks, roses, chrysanthemums, bushclover, pampas grass, ﬁeld horsetail shoots, dandelions, and diminutive violets. The left screen contains sorghum, amaranthus, delicate blossoming pinks, cockscombs, poppies, thistle, and begonias. Close to the bottom edge are eggplants. The artists who specialized in screens such as this did not limit themselves to the ﬂowers and grasses mentioned in classical court poetry, but were the ﬁrst to include varieties of vegetables in their compositions.</p>
",,Ea: 136.5 × 312 cm (53 3/4 × 122 7/8 in.),ARTIC-7be3dff7-8550-e1dd-8da5-48b1b9588dc0,https://www.artic.edu/iiif/2/7be3dff7-8550-e1dd-8da5-48b1b9588dc0/full/max/0/default.jpg
Portico with a Lantern,"Follower of Canaletto (Antonio Canal) (Italian, 1697-1768)",1741/45,1741.0,1745.0,Oil on canvas,Painting,ARTIC-47125,Italy,,,49.4 × 59 cm (19 7/16 × 23 in.),ARTIC-edf097b5-d326-afec-6bbd-2915e145364c,https://www.artic.edu/iiif/2/edf097b5-d326-afec-6bbd-2915e145364c/full/max/0/default.jpg
The Holy Family with Saints Elizabeth and John the Baptist,"Peter Paul Rubens (Flemish, 1577-1640)",c. 1615,1610.0,1620.0,Oil on panel,Painting,ARTIC-36487,Flanders,"<p>With this work, Peter Paul Rubens presented a distinctly human take on the figures of Jesus, Mary, and Joseph. The Holy Family lack the halos that often identify them, and the adult characters wear contemporary Flemish attire. Mary’s exposed breast brings to mind Jesus’s need for physical nourishment as the human son of God. Her central placement underscores the growing veneration of this saint in the Catholic community of the Spanish Netherlands, while her pyramidal arrangement shows Rubens’s attention to the principles of Renaissance art. Several versions of this painting exist, suggesting that it was an admired composition for private devotion.</p>
","Here, Rubens presented a distinctly human take on the figures of Jesus, Mary, and Joseph. They lack the halos that often identify them, and the adult characters wear contemporary Flemish attire. Mary’s exposed breast brings to mind Jesus’s need for physical nourishment as the human son of God. Her central placement underscores the growing veneration of Mary in the Catholic community of the Spanish Netherlands.",114.5 × 91.5 cm (45 1/8 × 36 in.),ARTIC-7c752046-744f-2f68-482b-a7fd42550f2b,https://www.artic.edu/iiif/2/7c752046-744f-2f68-482b-a7fd42550f2b/full/max/0/default.jpg
Twilight in Italy,"George Inness (American, 1825–1894)",1874,1874.0,1874.0,Oil on panel,Painting,ARTIC-35061,United States,,,41.9 × 65.7 cm (16 1/2 × 25 7/8 in.),ARTIC-234f3c5c-4630-bbc4-276c-e97b18692696,https://www.artic.edu/iiif/2/234f3c5c-4630-bbc4-276c-e97b18692696/full/max/0/default.jpg
"Krishna's Fifth and Sixth Avatars, page from a copy of the Gitagovinda of Jayaveda","India (Probably Deccan, Aurangabad)",Late 17th century,1680.0,1690.0,Opaque watercolor and gold on paper,Painting,,Deccan,,,Image: 13.5 × 16.3 cm (5 5/16 × 6 3/8 in.); Border: 14.6 × 16.8 cm (5 3/4 × 6 5/8 in.); Paper: 16.6 × 19 cm (6 1/2 × 7 1/2 in.),ARTIC-b9932a12-ec71-cfd6-6e38-38e082d42223,https://www.artic.edu/iiif/2/b9932a12-ec71-cfd6-6e38-38e082d42223/full/max/0/default.jpg
Rip Van Winkle,"John Quidor (American, 1801-1881)",1829,1829.0,1829.0,Oil on canvas,Painting,ARTIC-21235,United States,"<p>One of the most original literary painters of the mid-19th century, John Quidor frequently drew on the popular tales of the American author Washington Irving, interpreting them with great imagination and a genuine flair for drama. Quidor’s <em>Rip Van Winkle</em> depicts the moment that Rip, awake after his 20-year sleep in the Catskill Mountains, confronts the suspicious townsfolk who do not recognize their long-lost neighbor. Unlike many portrayals of Rip Van Winkle that emphasize his age and confusion, Quidor’s version casts Rip as strong and defiant. Gesturing forcefully at his son (who is slumped against a tree), Rip acts to regain his sense of belonging in a now-unfamiliar world.</p>
",,69.9 × 87.3 cm (27 1/2 × 34 3/8 in.),ARTIC-c1f5d7ea-65f6-0ac6-d22f-549d27cfdd38,https://www.artic.edu/iiif/2/c1f5d7ea-65f6-0ac6-d22f-549d27cfdd38/full/max/0/default.jpg
"Portrait of Elizabeth of Austria, Wife of King Charles IX of France","François Clouet, follower of (French, 1516/20-1572)",after 1571,1571.0,1572.0,Oil on panel,Painting,ARTIC-46463,France,,,35.8 × 26.5 cm (14 1/8 × 10 7/16 in.),ARTIC-da8bbe90-a4a4-a9a8-5b38-f64f6799e6a6,https://www.artic.edu/iiif/2/da8bbe90-a4a4-a9a8-5b38-f64f6799e6a6/full/max/0/default.jpg
"Ragini Madhumadhavi, Page from a Jaipur Ragamala Set","India (Rajasthan, Jaipur)",c. 1750-1770,1745.0,1770.0,Opaque watercolor and gold on paper,Painting,,Rajasthan,,,Image: 23 × 15.2 cm (9 1/16 × 6 in.); Outermost Border: 24 × 16.3 cm (9 7/16 × 6 3/8 in.); Paper: 30.4 × 22.5 cm (11 15/16 × 8 7/8 in.),ARTIC-035361f5-488e-f93b-b1f6-40a436da01d5,https://www.artic.edu/iiif/2/035361f5-488e-f93b-b1f6-40a436da01d5/full/max/0/default.jpg
Saint Gertrude of Nivelles and an Augustinian Canoness,North Netherlandish,1525/50,1525.0,1550.0,Oil on panel,Painting,ARTIC-29775,Northern Netherlands,,,65.3 × 22.7 cm (25 11/16 × 8 15/16 in.); Original image: 64 × 21.9 cm (25 3/16 × 8 5/8 in.),ARTIC-319025af-5250-3de1-5436-d8ed3586b133,https://www.artic.edu/iiif/2/319025af-5250-3de1-5436-d8ed3586b133/full/max/0/default.jpg
Mrs. George Swinton (Elizabeth Ebsworth),"John Singer Sargent (American, 1856–1925)",1897,1897.0,1897.0,Oil on canvas,Painting,ARTIC-36540,London,"<p><em>Mrs. George Swinton</em> epitomizes the painterly virtuosity that made John Singer Sargent one of the most fashionable portraitists in late-19th-century Europe and America. Extravagant color and brushwork were central to Sargent’s success, as was his ability to present a refined and appealing image of his sitter. In Elizabeth “Elsie” Swinton’s case, he accentuated her regal bearing and feminine dress. Sargent harmonized the realism of her face and body with bursts of impressionistic brushstrokes describing the shimmering, translucent fabric descending from her shoulder. Swinton was also known for her musical talents; at the time her portrait was executed, she was recognized as an amateur singer and later began performing professionally.</p>
","John Singer Sargent was one of the most fashionable portraitists in late 19th-century Europe and America. Extravagant color and brushwork were central to Sargent’s success, as was his ability to present a refined image of his sitter. Here, Sargent accentuated Mrs. George Swinton's regal bearing and feminine dress, harmonizing the realism of her face with bursts of impressionistic brushstrokes describing her gown's shimmering fabric.",231 × 124 cm (90 3/4 × 48 3/4 in.),ARTIC-074c1b1b-fe92-01ce-9e62-cc99369142dd,https://www.artic.edu/iiif/2/074c1b1b-fe92-01ce-9e62-cc99369142dd/full/max/0/default.jpg
