objectid,locationid,title,date_start,date_end,medium,dimensions,classification,constituentid,forwarddisplayname,lastname,displaydate,artist_beginyear,artist_endyear,nationality,wikidataid,roletype,role,uuid,viewtype,maxpixels,depictstmsobjectid,artist_display,url,image_id
43443,,New England Village,1800.0,1849.0,Oil on wood,"overall: 31.5 x 65 cm (12 3/8 x 25 9/16 in.)
framed: 37.5 x 70.6 cm (14 3/4 x 27 13/16 in.)",Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,artist,98dd85ed-73a4-4251-9a3c-ff6bee9094a3,primary,,43443,American 19th Century,https://api.nga.gov/iiif/98dd85ed-73a4-4251-9a3c-ff6bee9094a3/full/max/0/default.jpg,NGA-98dd85ed-73a4-4251-9a3c-ff6bee9094a3
43445,,Portrait of an Old Man,1848.0,1848.0,Oil on canvas,"overall: 66 x 55.4 cm (26 x 21 13/16 in.)
framed: 87.3 x 76.2 x 5.3 cm (34 3/8 x 30 x 2 1/16 in.)",Painting,1834,J.C. Robinson,Robinson,"American, active 1848",1768.0,1908.0,American,Q21409330,artist,artist,8ab5b791-375d-4d74-86bd-a6e55ea36f07,primary,,43445,"J.C. Robinson (American, active 1848)",https://api.nga.gov/iiif/8ab5b791-375d-4d74-86bd-a6e55ea36f07/full/max/0/default.jpg,NGA-8ab5b791-375d-4d74-86bd-a6e55ea36f07
43450,,Man with Vial,1827.0,1827.0,Oil on canvas,"overall: 75 x 59.5 cm (29 1/2 x 23 7/16 in.)
framed: 96.8 x 81.6 x 7.6 cm (38 1/8 x 32 1/8 x 3 in.)",Painting,1299,Erastus Salisbury Field,Field,"American, 1805 - 1900",1805.0,1900.0,American,Q597126,artist,artist,d5c1f35b-f828-4eab-b3aa-424b2fca9a37,primary,,43450,"Erastus Salisbury Field (American, 1805-1900)",https://api.nga.gov/iiif/d5c1f35b-f828-4eab-b3aa-424b2fca9a37/full/max/0/default.jpg,NGA-d5c1f35b-f828-4eab-b3aa-424b2fca9a37
43451,,Wife of Man with Vial,1827.0,1827.0,Oil on canvas,"overall: 75 x 60 cm (29 1/2 x 23 5/8 in.)
framed: 96.8 x 81.6 x 7.6 cm (38 1/8 x 32 1/8 x 3 in.)",Painting,1299,Erastus Salisbury Field,Field,"American, 1805 - 1900",1805.0,1900.0,American,Q597126,artist,artist,9d2cbcd0-9be6-488c-bb12-61cf96af2095,primary,,43451,"Erastus Salisbury Field (American, 1805-1900)",https://api.nga.gov/iiif/9d2cbcd0-9be6-488c-bb12-61cf96af2095/full/max/0/default.jpg,NGA-9d2cbcd0-9be6-488c-bb12-61cf96af2095
43599,,Lady Algernon Percy,1777.0,1780.0,Oil on canvas,"overall: 91.5 x 71.5 cm (36 x 28 1/8 in.)
framed: 107.3 x 87 x 4.1 cm (42 1/4 x 34 1/4 x 1 5/8 in.)",Painting,6633,James Millar,Millar,"British, c. 1740/1750 - 1805",1740.0,1805.0,British,Q6139752,artist,painter,506af2ff-29c4-43b3-99cf-676453ac0761,primary,,43599,"James Millar (British, c. 1740/1750-1805)",https://api.nga.gov/iiif/506af2ff-29c4-43b3-99cf-676453ac0761/full/max/0/default.jpg,NGA-506af2ff-29c4-43b3-99cf-676453ac0761
43631,,Ark of the Covenant,1865.0,1880.0,Oil on canvas,"overall: 50.8 x 61.3 cm (20 x 24 1/8 in.)
framed: 63.8 x 74 x 5.7 cm (25 1/8 x 29 1/8 x 2 1/4 in.)",Painting,1299,Erastus Salisbury Field,Field,"American, 1805 - 1900",1805.0,1900.0,American,Q597126,artist,artist,168f4a0e-ac11-4a26-9a72-2ebf7990bb4e,primary,,43631,"Erastus Salisbury Field (American, 1805-1900)",https://api.nga.gov/iiif/168f4a0e-ac11-4a26-9a72-2ebf7990bb4e/full/max/0/default.jpg,NGA-168f4a0e-ac11-4a26-9a72-2ebf7990bb4e
43632,,"Ship ""Arkansas"" Leaving Havana",1847.0,1847.0,Oil on canvas,"overall: 57.5 x 72.7 cm (22 5/8 x 28 5/8 in.)
framed: 61.6 x 78.7 x 4.7 cm (24 1/4 x 31 x 1 7/8 in.)",Painting,1378,A. Hashagen,Hashagen,"American, active 1847",1767.0,1907.0,American,Q21497639,artist,artist,9c3e4621-c4b2-418e-80b9-10597ffb6b1f,primary,,43632,"A. Hashagen (American, active 1847)",https://api.nga.gov/iiif/9c3e4621-c4b2-418e-80b9-10597ffb6b1f/full/max/0/default.jpg,NGA-9c3e4621-c4b2-418e-80b9-10597ffb6b1f
43637,,"Miss Daggett of New Haven, Connecticut (possibly Amelia Martha)",1795.0,1795.0,Oil on canvas,"overall: 91.8 x 72.4 cm (36 1/8 x 28 1/2 in.)
framed: 98.4 x 78.7 x 5 cm (38 3/4 x 31 x 1 15/16 in.)",Painting,2818,American 18th Century,American 18th Century,,1700.0,1799.0,American,,artist,painter,d08855df-fa26-41ff-ab62-6f5def210926,primary,,43637,American 18th Century,https://api.nga.gov/iiif/d08855df-fa26-41ff-ab62-6f5def210926/full/max/0/default.jpg,NGA-d08855df-fa26-41ff-ab62-6f5def210926
43640,,"Washington, the Mason",1868.0,1868.0,Oil on canvas,"overall: 38.4 x 30.5 cm (15 1/8 x 12 in.)
framed: 46.3 x 38.1 x 3.4 cm (18 1/4 x 15 x 1 5/16 in.)",Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,artist,d50b902a-e81d-44b8-9f6e-e525585cc5f2,primary,,43640,American 19th Century,https://api.nga.gov/iiif/d50b902a-e81d-44b8-9f6e-e525585cc5f2/full/max/0/default.jpg,NGA-d50b902a-e81d-44b8-9f6e-e525585cc5f2
43676,,Julia Dodd (Mrs. George Dodd),1852.0,1852.0,Oil on canvas,"overall: 76.4 x 63.1 cm (30 1/16 x 24 13/16 in.)
framed: 87.3 x 74.3 x 3.2 cm (34 3/8 x 29 1/4 x 1 1/4 in.)",Painting,1747,John Neagle,Neagle,"American, 1796 - 1865",1796.0,1865.0,American,Q1701195,artist,artist,6726ab21-6193-4828-8756-724d49a51a42,primary,,43676,"John Neagle (American, 1796-1865)",https://api.nga.gov/iiif/6726ab21-6193-4828-8756-724d49a51a42/full/max/0/default.jpg,NGA-6726ab21-6193-4828-8756-724d49a51a42
43705,,Colonel Augustus James Pleasonton,1846.0,1846.0,Oil on canvas,"overall: 91.8 x 74.2 cm (36 1/8 x 29 3/16 in.)
framed: 127 x 108 x 11.4 cm (50 x 42 1/2 x 4 1/2 in.)",Painting,1747,John Neagle,Neagle,"American, 1796 - 1865",1796.0,1865.0,American,Q1701195,artist,artist,4b9cc2eb-5d4b-46ee-ae53-29b61da22381,primary,,43705,"John Neagle (American, 1796-1865)",https://api.nga.gov/iiif/4b9cc2eb-5d4b-46ee-ae53-29b61da22381/full/max/0/default.jpg,NGA-4b9cc2eb-5d4b-46ee-ae53-29b61da22381
43711,,Melons and Grapes,1825.0,1874.0,Oil on canvas,"overall (including painted frame): 51.5 x 60.7 cm (20 1/4 x 23 7/8 in.)
framed: 51.4 x 60.6 x 2.5 cm (20 1/4 x 23 7/8 x 1 in.)",Painting,1134,Chipman,Chipman,"American, active mid 19th century",1770.0,1910.0,American,Q21497724,artist,artist,f24f6715-c256-4187-8cb7-443822399884,primary,,43711,"Chipman (American, active mid 19th century)",https://api.nga.gov/iiif/f24f6715-c256-4187-8cb7-443822399884/full/max/0/default.jpg,NGA-f24f6715-c256-4187-8cb7-443822399884
45644,,"The Square of Saint Mark's, Venice",1770.0,1800.0,Oil on canvas,"overall: 48.2 x 83.6 cm (19 x 32 15/16 in.)
framed: 73 x 108 x 9.8 cm (28 3/4 x 42 1/2 x 3 7/8 in.)",Painting,13,Anonymous Artist,Anonymous Artist,,,,Unknown,Q4233718,artist,painter,c9ae1dfd-b93e-4bb7-8a57-22d71997eb47,primary,,45644,Anonymous Artist,https://api.nga.gov/iiif/c9ae1dfd-b93e-4bb7-8a57-22d71997eb47/full/max/0/default.jpg,NGA-c9ae1dfd-b93e-4bb7-8a57-22d71997eb47
45644,,"The Square of Saint Mark's, Venice",1770.0,1800.0,Oil on canvas,"overall: 48.2 x 83.6 cm (19 x 32 15/16 in.)
framed: 73 x 108 x 9.8 cm (28 3/4 x 42 1/2 x 3 7/8 in.)",Painting,1363,Francesco Guardi,Guardi,"Venetian, 1712 - 1793",1712.0,1793.0,Italian,Q318769,artist,related artist,c9ae1dfd-b93e-4bb7-8a57-22d71997eb47,primary,,45644,"Possibly Francesco Guardi (Venetian, 1712-1793)",https://api.nga.gov/iiif/c9ae1dfd-b93e-4bb7-8a57-22d71997eb47/full/max/0/default.jpg,NGA-c9ae1dfd-b93e-4bb7-8a57-22d71997eb47
45852,,Geese in Flight,1850.0,1850.0,Oil on canvas,"overall: 51.6 x 66.8 cm (20 5/16 x 26 5/16 in.)
framed: 62.2 x 77.4 x 3.8 cm (24 1/2 x 30 1/2 x 1 1/2 in.)",Painting,654,Leila T. Bauman,Bauman,"American, active 1850 or after",1770.0,1910.0,American,Q21497538,artist,artist,e2430630-f7d2-49b7-9b96-0e09938603c2,primary,,45852,"Leila T. Bauman (American, active 1850 or after)",https://api.nga.gov/iiif/e2430630-f7d2-49b7-9b96-0e09938603c2/full/max/0/default.jpg,NGA-e2430630-f7d2-49b7-9b96-0e09938603c2
45966,,Lady in a White Mob Cap,1805.0,1805.0,Oil on canvas,"overall: 36.5 x 26.7 cm (14 3/8 x 10 1/2 in.)
framed: 45.7 x 36.2 x 3.4 cm (18 x 14 1/4 x 1 5/16 in.)",Painting,5520,Benjamin Greenleaf,Greenleaf,"American, 1769 - 1821",1769.0,1821.0,American,Q21408244,artist,painter,c3b58e2e-cd07-454a-9508-9183645a25d7,primary,,45966,"Benjamin Greenleaf (American, 1769-1821)",https://api.nga.gov/iiif/c3b58e2e-cd07-454a-9508-9183645a25d7/full/max/0/default.jpg,NGA-c3b58e2e-cd07-454a-9508-9183645a25d7
45960,,Child with Rocking Horse,1850.0,1850.0,Oil on canvas,"overall: 103.2 x 68.6 cm (40 5/8 x 27 in.)
framed: 125.1 x 90.8 x 7.3 cm (49 1/4 x 35 3/4 x 2 7/8 in.)",Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,artist,e435f766-7b95-478a-bd61-353cc177c945,primary,,45960,American 19th Century,https://api.nga.gov/iiif/e435f766-7b95-478a-bd61-353cc177c945/full/max/0/default.jpg,NGA-e435f766-7b95-478a-bd61-353cc177c945
45963,,Lady in White,1820.0,1820.0,Oil on canvas,"overall: 82 x 66 cm (32 5/16 x 26 in.)
framed: 100.9 x 83.5 x 6 cm (39 3/4 x 32 7/8 x 2 3/8 in.)",Painting,1781,Ammi Phillips,Phillips,"American, 1788 - 1865",1788.0,1865.0,American,Q2843640,artist,painter,ecfcae8e-730e-4108-91bf-0e47dec617c9,primary,,45963,"Ammi Phillips (American, 1788-1865)",https://api.nga.gov/iiif/ecfcae8e-730e-4108-91bf-0e47dec617c9/full/max/0/default.jpg,NGA-ecfcae8e-730e-4108-91bf-0e47dec617c9
45860,,The Cheney Family,1795.0,1795.0,Oil on canvas,"overall: 49 x 65 cm (19 5/16 x 25 9/16 in.)
framed: 64.5 x 80 x 7.3 cm (25 3/8 x 31 1/2 x 2 7/8 in.)",Painting,2818,American 18th Century,American 18th Century,,1700.0,1799.0,American,,artist,artist,26352a3f-c669-4371-ac6e-8d6899f17836,primary,,45860,American 18th Century,https://api.nga.gov/iiif/26352a3f-c669-4371-ac6e-8d6899f17836/full/max/0/default.jpg,NGA-26352a3f-c669-4371-ac6e-8d6899f17836
45883,,The Ragan Sisters,1818.0,1818.0,Oil on canvas,overall: 151.2 x 108 cm (59 1/2 x 42 1/2 in.),Painting,1265,Jacob Eichholtz,Eichholtz,"American, 1776 - 1842",1776.0,1842.0,American,Q6118567,artist,artist,75ca5361-56ca-4d0d-9cda-fc4252da468b,primary,,45883,"Jacob Eichholtz (American, 1776-1842)",https://api.nga.gov/iiif/75ca5361-56ca-4d0d-9cda-fc4252da468b/full/max/0/default.jpg,NGA-75ca5361-56ca-4d0d-9cda-fc4252da468b
46025,,Portrait of a Man,1450.0,1499.0,Oil on panel,"overall: 26.6 x 19.3 cm (10 1/2 x 7 5/8 in.)
framed: 43.2 x 35.9 cm (17 x 14 1/8 in.)",Painting,8299,Venetian 15th Century,Venetian 15th Century,,1400.0,1499.0,Italian,,artist,painter,c215e277-6a1a-4b25-8d0a-2bfa4db13d6a,primary,,46025,Venetian 15th Century,https://api.nga.gov/iiif/c215e277-6a1a-4b25-8d0a-2bfa4db13d6a/full/max/0/default.jpg,NGA-c215e277-6a1a-4b25-8d0a-2bfa4db13d6a
46046,,Reclining Nude,1829.0,1905.0,Oil on canvas,"overall: 27.4 x 41.5 cm (10 13/16 x 16 5/16 in.)
framed: 48.3 x 61.6 x 6.4 cm (19 x 24 1/4 x 2 1/2 in.)",Painting,1390,Jean-Jacques Henner,Henner,"French, 1829 - 1905",1829.0,1905.0,French,Q665818,artist,artist,3b0bb9c7-c0cc-4fba-b0b9-3c6e6531987b,primary,,46046,"Jean-Jacques Henner (French, 1829-1905)",https://api.nga.gov/iiif/3b0bb9c7-c0cc-4fba-b0b9-3c6e6531987b/full/max/0/default.jpg,NGA-3b0bb9c7-c0cc-4fba-b0b9-3c6e6531987b
46049,,The Adoration of the Christ Child,1440.0,1445.0,Tempera on poplar panel,"painted surface: 47 x 35 cm (18 1/2 x 13 3/4 in.)
overall: 48 x 36.2 cm (18 7/8 x 14 1/4 in.)",Painting,8293,Italian 15th Century,Italian 15th Century,,1400.0,1499.0,Italian,,artist,painter,41128a83-48a8-4b9b-9552-d936c2fdf58d,primary,,46049,Italian 15th Century,https://api.nga.gov/iiif/41128a83-48a8-4b9b-9552-d936c2fdf58d/full/max/0/default.jpg,NGA-41128a83-48a8-4b9b-9552-d936c2fdf58d
46049,,The Adoration of the Christ Child,1440.0,1445.0,Tempera on poplar panel,"painted surface: 47 x 35 cm (18 1/2 x 13 3/4 in.)
overall: 48 x 36.2 cm (18 7/8 x 14 1/4 in.)",Painting,27579,Bicci di Lorenzo,Bicci di Lorenzo,"Florentine, 1373 - 1452",1373.0,1452.0,Italian,Q856749,artist,related artist,41128a83-48a8-4b9b-9552-d936c2fdf58d,primary,,46049,"Possibly Bicci di Lorenzo (Florentine, 1373-1452)",https://api.nga.gov/iiif/41128a83-48a8-4b9b-9552-d936c2fdf58d/full/max/0/default.jpg,NGA-41128a83-48a8-4b9b-9552-d936c2fdf58d
46054,,Four-Panel Screen,1475.0,1500.0,Oil on panel,"overall size: 222 x 286.6 cm (87 3/8 x 112 13/16 in.)
overall (Saint Dionysius, painted surface): 151.5 x 54.5 cm (59 5/8 x 21 7/16 in.)
overall (Saint Dionysius, painted surface and frame): 221 x 71.1 cm (87 x 28 in.)
overall (Saint Sebastian, painted surface): 151.3 x 54.7 cm (59 9/16 x 21 9/16 in.)
overall (Saint Sebastian, painted surface and frame): 222 x 71.3 cm (87 3/8 x 28 1/16 in.)
overall (Saint Barbara, painted surface): 150 x 54.7 cm (59 1/16 x 21 9/16 in.)
overall (Saint Barbara, painted surface and frame): 222 x 71.3 cm (87 3/8 x 28 1/16 in.)
overall (Saint Lawrence, painted surface): 151.5 x 54.5 cm (59 5/8 x 21 7/16 in.)
overall (Saint Lawrence, painted surface and frame): 221 x 71.1 cm (87 x 28 in.)",Painting,8367,Portuguese 15th Century,Portuguese 15th Century,,1400.0,1499.0,Portuguese,,artist,painter,ce0ccbec-f4e6-4d7e-af41-e0b568f726eb,primary,,46054,Portuguese 15th Century,https://api.nga.gov/iiif/ce0ccbec-f4e6-4d7e-af41-e0b568f726eb/full/max/0/default.jpg,NGA-ce0ccbec-f4e6-4d7e-af41-e0b568f726eb
46487,,The Beggars,1843.0,1843.0,Oil on canvas,"overall: 59.5 x 73.5 cm (23 7/16 x 28 15/16 in.)
framed: 92.7 x 105.4 x 8.9 cm (36 1/2 x 41 1/2 x 3 1/2 in.)",Painting,1209,Honoré Daumier,Daumier,"French, 1808 - 1879",1808.0,1879.0,French,Q187506,artist,artist,c5d9e136-1be0-4df3-a04c-3ac046271bd2,primary,,46487,"Honoré Daumier (French, 1808-1879)",https://api.nga.gov/iiif/c5d9e136-1be0-4df3-a04c-3ac046271bd2/full/max/0/default.jpg,NGA-c5d9e136-1be0-4df3-a04c-3ac046271bd2
46488,4495.0,French Theater,1856.0,1856.0,Oil on wood,"overall: 25.9 x 35 cm (10 3/16 x 13 3/4 in.)
framed: 49.5 x 58.7 cm (19 1/2 x 23 1/8 in.)",Painting,1209,Honoré Daumier,Daumier,"French, 1808 - 1879",1808.0,1879.0,French,Q187506,artist,artist,38656470-8149-4393-9993-2bb2711e395c,primary,,46488,"Honoré Daumier (French, 1808-1879)",https://api.nga.gov/iiif/38656470-8149-4393-9993-2bb2711e395c/full/max/0/default.jpg,NGA-38656470-8149-4393-9993-2bb2711e395c
46539,,Madame G,1900.0,1900.0,Oil on canvas,"overall: 61.3 x 50.8 cm (24 1/8 x 20 in.)
framed: 78.4 x 68 x 4.1 cm (30 7/8 x 26 3/4 x 1 5/8 in.)",Painting,1942,American 19th Century,American 19th Century,,1800.0,1899.0,American,,artist,painter,b2db1aa0-36a4-4b42-bb37-8a9d53e3db99,primary,,46539,American 19th Century,https://api.nga.gov/iiif/b2db1aa0-36a4-4b42-bb37-8a9d53e3db99/full/max/0/default.jpg,NGA-b2db1aa0-36a4-4b42-bb37-8a9d53e3db99
46539,,Madame G,1900.0,1900.0,Oil on canvas,"overall: 61.3 x 50.8 cm (24 1/8 x 20 in.)
framed: 78.4 x 68 x 4.1 cm (30 7/8 x 26 3/4 x 1 5/8 in.)",Painting,2308,British 20th Century,British 20th Century,,1900.0,1999.0,British,,artist,painter,b2db1aa0-36a4-4b42-bb37-8a9d53e3db99,primary,,46539,British 20th Century,https://api.nga.gov/iiif/b2db1aa0-36a4-4b42-bb37-8a9d53e3db99/full/max/0/default.jpg,NGA-b2db1aa0-36a4-4b42-bb37-8a9d53e3db99
46539,,Madame G,1900.0,1900.0,Oil on canvas,"overall: 61.3 x 50.8 cm (24 1/8 x 20 in.)
framed: 78.4 x 68 x 4.1 cm (30 7/8 x 26 3/4 x 1 5/8 in.)",Painting,2819,American 20th Century,American 20th Century,,1900.0,1999.0,American,,artist,painter,b2db1aa0-36a4-4b42-bb37-8a9d53e3db99,primary,,46539,American 20th Century,https://api.nga.gov/iiif/b2db1aa0-36a4-4b42-bb37-8a9d53e3db99/full/max/0/default.jpg,NGA-b2db1aa0-36a4-4b42-bb37-8a9d53e3db99
46539,,Madame G,1900.0,1900.0,Oil on canvas,"overall: 61.3 x 50.8 cm (24 1/8 x 20 in.)
framed: 78.4 x 68 x 4.1 cm (30 7/8 x 26 3/4 x 1 5/8 in.)",Painting,2826,British 19th Century,British 19th Century,,1800.0,1899.0,British,,artist,painter,b2db1aa0-36a4-4b42-bb37-8a9d53e3db99,primary,,46539,British 19th Century,https://api.nga.gov/iiif/b2db1aa0-36a4-4b42-bb37-8a9d53e3db99/full/max/0/default.jpg,NGA-b2db1aa0-36a4-4b42-bb37-8a9d53e3db99
46540,,Young Woman in White Holding a Bouquet,1865.0,1875.0,Oil on wood,"overall: 28.8 x 21.5 cm (11 5/16 x 8 7/16 in.)
framed: 46.4 x 41 cm (18 1/4 x 16 1/8 in.)",Painting,1905,Alfred Stevens,Stevens,"Belgian, 1823 - 1906",1823.0,1906.0,Belgian,Q773855,artist,artist,f0894a78-9e57-4d46-83b3-18d05bcbd0e6,primary,,46540,"Alfred Stevens (Belgian, 1823-1906)",https://api.nga.gov/iiif/f0894a78-9e57-4d46-83b3-18d05bcbd0e6/full/max/0/default.jpg,NGA-f0894a78-9e57-4d46-83b3-18d05bcbd0e6
46587,,Portrait of a Young Girl,1857.0,1857.0,Oil on canvas,"overall: 60.4 x 52.5 cm (23 3/4 x 20 11/16 in.)
framed: 92.1 x 85.1 x 7 cm (36 1/4 x 33 1/2 x 2 3/4 in.)",Painting,1174,Gustave Courbet,Courbet,"French, 1819 - 1877",1819.0,1877.0,French,Q34618,artist,artist,612bcf29-8edd-4046-9e20-e1d5db3ce619,primary,,46587,"Gustave Courbet (French, 1819-1877)",https://api.nga.gov/iiif/612bcf29-8edd-4046-9e20-e1d5db3ce619/full/max/0/default.jpg,NGA-612bcf29-8edd-4046-9e20-e1d5db3ce619
46609,,Anna de Peyster (?),1731.0,1731.0,Oil on canvas,"overall (oval): 76.5 x 60.7 cm (30 1/8 x 23 7/8 in.)
framed: 92.4 x 77.8 cm (36 3/8 x 30 5/8 in.)",Painting,1234,Frans van Doornik,Doornik,"Flemish, active 1714/1715 - active 1731",1635.0,1774.0,Flemish,Q21408810,artist,painter,fdcde815-bcf6-47eb-ba5c-f389d768d859,primary,,46609,"Frans van Doornik (Flemish, active 1714/1715-active 1731)",https://api.nga.gov/iiif/fdcde815-bcf6-47eb-ba5c-f389d768d859/full/max/0/default.jpg,NGA-fdcde815-bcf6-47eb-ba5c-f389d768d859
46610,,Isaac de Peyster (?),1731.0,1731.0,Oil on canvas,"overall (oval): 76.6 x 60.6 cm (30 3/16 x 23 7/8 in.)
framed: 92.7 x 77.8 x 4.4 cm (36 1/2 x 30 5/8 x 1 3/4 in.)",Painting,1234,Frans van Doornik,Doornik,"Flemish, active 1714/1715 - active 1731",1635.0,1774.0,Flemish,Q21408810,artist,painter,4f9551ae-d443-4385-b6c5-7d42156c2d9b,primary,,46610,"Frans van Doornik (Flemish, active 1714/1715-active 1731)",https://api.nga.gov/iiif/4f9551ae-d443-4385-b6c5-7d42156c2d9b/full/max/0/default.jpg,NGA-4f9551ae-d443-4385-b6c5-7d42156c2d9b
46631,,Nude Seated,1912.0,1912.0,Oil on canvas,"overall: 61 x 55.9 cm (24 x 22 in.)
framed: 85.4 x 80.3 x 7.6 cm (33 5/8 x 31 5/8 x 3 in.)",Painting,1379,Childe Hassam,Hassam,"American, 1859 - 1935",1859.0,1935.0,American,Q737635,artist,artist,40d7c2c9-36f2-47d8-be55-889dc6f4e53c,primary,,46631,"Childe Hassam (American, 1859-1935)",https://api.nga.gov/iiif/40d7c2c9-36f2-47d8-be55-889dc6f4e53c/full/max/0/default.jpg,NGA-40d7c2c9-36f2-47d8-be55-889dc6f4e53c
46665,13180.0,Family of Saltimbanques,1905.0,1905.0,Oil on canvas,"overall: 212.8 x 229.6 cm (83 3/4 x 90 3/8 in.)
framed: 240.4 x 256.3 cm (94 5/8 x 100 7/8 in.)",Painting,1783,Pablo Picasso,Picasso,"Spanish, 1881 - 1973",1881.0,1973.0,Spanish,Q5593,artist,artist,e2c4aa2b-08e4-490a-9a15-2d1cbd48670f,primary,,46665,"Pablo Picasso (Spanish, 1881-1973)",https://api.nga.gov/iiif/e2c4aa2b-08e4-490a-9a15-2d1cbd48670f/full/max/0/default.jpg,NGA-e2c4aa2b-08e4-490a-9a15-2d1cbd48670f
46690,,The Road in the Woods,1879.0,1879.0,Oil on canvas,"overall: 46.3 x 55.8 cm (18 1/4 x 21 15/16 in.)
framed: 67.6 x 76.2 cm (26 5/8 x 30 in.)",Painting,1877,Alfred Sisley,Sisley,"French, 1839 - 1899",1839.0,1899.0,French,Q175130,artist,artist,4b9ac5d4-7ce4-4259-a28e-d8bbe6794ffe,primary,,46690,"Alfred Sisley (French, 1839-1899)",https://api.nga.gov/iiif/4b9ac5d4-7ce4-4259-a28e-d8bbe6794ffe/full/max/0/default.jpg,NGA-4b9ac5d4-7ce4-4259-a28e-d8bbe6794ffe
50246,,Marina delle Torri,1600.0,1699.0,Oil on canvas,overall: 97.9 x 127.4 cm (38 9/16 x 50 3/16 in.),Painting,2716,Salvator Rosa,Rosa,"Neapolitan, 1615 - 1673",1615.0,1673.0,Italian,Q359421,artist,artist after,d9c7903b-4017-47f0-93b4-c3f83ea305b4,primary,,50246,"After Salvator Rosa (Neapolitan, 1615-1673)",https://api.nga.gov/iiif/d9c7903b-4017-47f0-93b4-c3f83ea305b4/full/max/0/default.jpg,NGA-d9c7903b-4017-47f0-93b4-c3f83ea305b4
50246,,Marina delle Torri,1600.0,1699.0,Oil on canvas,overall: 97.9 x 127.4 cm (38 9/16 x 50 3/16 in.),Painting,8329,Italian 17th Century,Italian 17th Century,,1600.0,1699.0,Italian,,artist,painter,d9c7903b-4017-47f0-93b4-c3f83ea305b4,primary,,50246,Italian 17th Century,https://api.nga.gov/iiif/d9c7903b-4017-47f0-93b4-c3f83ea305b4/full/max/0/default.jpg,NGA-d9c7903b-4017-47f0-93b4-c3f83ea305b4
50260,,"""He Turned Their Waters into Blood""",1865.0,1880.0,Oil on canvas,"overall: 76.8 x 102.9 cm (30 1/4 x 40 1/2 in.)
framed: 95.2 x 121.9 x 6.3 cm (37 1/2 x 48 x 2 1/2 in.)",Painting,1299,Erastus Salisbury Field,Field,"American, 1805 - 1900",1805.0,1900.0,American,Q597126,artist,artist,0414be87-3a13-4782-aa33-31063797ce0b,primary,,50260,"Erastus Salisbury Field (American, 1805-1900)",https://api.nga.gov/iiif/0414be87-3a13-4782-aa33-31063797ce0b/full/max/0/default.jpg,NGA-0414be87-3a13-4782-aa33-31063797ce0b
50307,6674.0,Dr. David Rogers,1788.0,1788.0,Oil on canvas,"overall: 86.6 x 73.5 cm (34 1/8 x 28 15/16 in.)
framed: 100.7 x 87.6 x 4.1 cm (39 5/8 x 34 1/2 x 1 5/8 in.)",Painting,1261,Ralph Earl,Earl,"American, 1751 - 1801",1751.0,1801.0,American,Q1350959,artist,painter,e2baa45e-e85f-455f-bae5-d065a2671d1f,primary,,50307,"Ralph Earl (American, 1751-1801)",https://api.nga.gov/iiif/e2baa45e-e85f-455f-bae5-d065a2671d1f/full/max/0/default.jpg,NGA-e2baa45e-e85f-455f-bae5-d065a2671d1f
50300,,Mr. Pease,1837.0,1837.0,Oil on canvas,"overall: 89.9 x 74 cm (35 3/8 x 29 1/8 in.)
framed: 100.3 x 83.8 x 4.4 cm (39 1/2 x 33 x 1 3/4 in.)",Painting,1299,Erastus Salisbury Field,Field,"American, 1805 - 1900",1805.0,1900.0,American,Q597126,artist,artist,ad1e77c8-a2c0-459f-8fd9-2928d9514642,primary,,50300,"Erastus Salisbury Field (American, 1805-1900)",https://api.nga.gov/iiif/ad1e77c8-a2c0-459f-8fd9-2928d9514642/full/max/0/default.jpg,NGA-ad1e77c8-a2c0-459f-8fd9-2928d9514642
50301,,Mrs. Harlow A. Pease,1837.0,1837.0,Oil on canvas,"overall: 89.6 x 74 cm (35 1/4 x 29 1/8 in.)
framed: 100.3 x 83.8 x 4.4 cm (39 1/2 x 33 x 1 3/4 in.)",Painting,1299,Erastus Salisbury Field,Field,"American, 1805 - 1900",1805.0,1900.0,American,Q597126,artist,artist,916c3a9d-8ab5-457f-83d9-17346704f492,primary,,50301,"Erastus Salisbury Field (American, 1805-1900)",https://api.nga.gov/iiif/916c3a9d-8ab5-457f-83d9-17346704f492/full/max/0/default.jpg,NGA-916c3a9d-8ab5-457f-83d9-17346704f492
50303,,Connecticut Sea Captain,1833.0,1833.0,Oil on wood,"overall: 76.2 x 62.3 cm (30 x 24 1/2 in.)
framed: 94.6 x 77.4 x 7.3 cm (37 1/4 x 30 1/2 x 2 7/8 in.)",Painting,1873,Isaac Sheffield,Sheffield,"American, 1807 - 1845",1807.0,1845.0,American,Q21409329,artist,artist,966daf66-223c-4e5c-9b7a-64b0de6bc83c,primary,,50303,"Isaac Sheffield (American, 1807-1845)",https://api.nga.gov/iiif/966daf66-223c-4e5c-9b7a-64b0de6bc83c/full/max/0/default.jpg,NGA-966daf66-223c-4e5c-9b7a-64b0de6bc83c
